fold,sample_idx,filename,label,class,path
3,0,sample_000000.png,0,Upregulated,HACNet_KIRC_IMGS/fold_3/Upregulated/sample_000000.png
3,1,sample_000001.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000001.png
3,3,sample_000003.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000003.png
3,4,sample_000004.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000004.png
3,5,sample_000005.png,1,Downregulated,HACNet_KIRC_IMGS/fold_3/Downregulated/sample_000005.png
3,6,sample_000006.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000006.png
3,7,sample_000007.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000007.png
3,8,sample_000008.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000008.png
3,10,sample_000010.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000010.png
3,11,sample_000011.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000011.png
3,12,sample_000012.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000012.png
3,13,sample_000013.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000013.png
3,14,sample_000014.png,1,Downregulated,HACNet_KIRC_IMGS/fold_3/Downregulated/sample_000014.png
3,15,sample_000015.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000015.png
3,16,sample_000016.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000016.png
3,17,sample_000017.png,0,Upregulated,HACNet_KIRC_IMGS/fold_3/Upregulated/sample_000017.png
3,18,sample_000018.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000018.png
3,20,sample_000020.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000020.png
3,21,sample_000021.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000021.png
3,22,sample_000022.png,1,Downregulated,HACNet_KIRC_IMGS/fold_3/Downregulated/sample_000022.png
3,23,sample_000023.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000023.png
3,24,sample_000024.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000024.png
3,27,sample_000027.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000027.png
3,28,sample_000028.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000028.png
3,30,sample_000030.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000030.png
3,31,sample_000031.png,0,Upregulated,HACNet_KIRC_IMGS/fold_3/Upregulated/sample_000031.png
3,32,sample_000032.png,0,Upregulated,HACNet_KIRC_IMGS/fold_3/Upregulated/sample_000032.png
3,33,sample_000033.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000033.png
3,36,sample_000036.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000036.png
3,37,sample_000037.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000037.png
3,39,sample_000039.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000039.png
3,40,sample_000040.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000040.png
3,43,sample_000043.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000043.png
3,44,sample_000044.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000044.png
3,45,sample_000045.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000045.png
3,46,sample_000046.png,1,Downregulated,HACNet_KIRC_IMGS/fold_3/Downregulated/sample_000046.png
3,47,sample_000047.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000047.png
3,48,sample_000048.png,1,Downregulated,HACNet_KIRC_IMGS/fold_3/Downregulated/sample_000048.png
3,49,sample_000049.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000049.png
3,50,sample_000050.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000050.png
3,52,sample_000052.png,1,Downregulated,HACNet_KIRC_IMGS/fold_3/Downregulated/sample_000052.png
3,54,sample_000054.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000054.png
3,55,sample_000055.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000055.png
3,56,sample_000056.png,1,Downregulated,HACNet_KIRC_IMGS/fold_3/Downregulated/sample_000056.png
3,57,sample_000057.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000057.png
3,58,sample_000058.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000058.png
3,59,sample_000059.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000059.png
3,61,sample_000061.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000061.png
3,62,sample_000062.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000062.png
3,63,sample_000063.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000063.png
3,64,sample_000064.png,0,Upregulated,HACNet_KIRC_IMGS/fold_3/Upregulated/sample_000064.png
3,66,sample_000066.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000066.png
3,67,sample_000067.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000067.png
3,68,sample_000068.png,0,Upregulated,HACNet_KIRC_IMGS/fold_3/Upregulated/sample_000068.png
3,69,sample_000069.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000069.png
3,70,sample_000070.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000070.png
3,71,sample_000071.png,0,Upregulated,HACNet_KIRC_IMGS/fold_3/Upregulated/sample_000071.png
3,72,sample_000072.png,1,Downregulated,HACNet_KIRC_IMGS/fold_3/Downregulated/sample_000072.png
3,73,sample_000073.png,0,Upregulated,HACNet_KIRC_IMGS/fold_3/Upregulated/sample_000073.png
3,74,sample_000074.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000074.png
3,75,sample_000075.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000075.png
3,76,sample_000076.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000076.png
3,77,sample_000077.png,0,Upregulated,HACNet_KIRC_IMGS/fold_3/Upregulated/sample_000077.png
3,78,sample_000078.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000078.png
3,79,sample_000079.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000079.png
3,80,sample_000080.png,0,Upregulated,HACNet_KIRC_IMGS/fold_3/Upregulated/sample_000080.png
3,82,sample_000082.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000082.png
3,83,sample_000083.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000083.png
3,84,sample_000084.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000084.png
3,85,sample_000085.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000085.png
3,86,sample_000086.png,0,Upregulated,HACNet_KIRC_IMGS/fold_3/Upregulated/sample_000086.png
3,87,sample_000087.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000087.png
3,88,sample_000088.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000088.png
3,90,sample_000090.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000090.png
3,91,sample_000091.png,1,Downregulated,HACNet_KIRC_IMGS/fold_3/Downregulated/sample_000091.png
3,92,sample_000092.png,0,Upregulated,HACNet_KIRC_IMGS/fold_3/Upregulated/sample_000092.png
3,93,sample_000093.png,1,Downregulated,HACNet_KIRC_IMGS/fold_3/Downregulated/sample_000093.png
3,94,sample_000094.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000094.png
3,95,sample_000095.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000095.png
3,96,sample_000096.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000096.png
3,97,sample_000097.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000097.png
3,98,sample_000098.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000098.png
3,99,sample_000099.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000099.png
3,100,sample_000100.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000100.png
3,101,sample_000101.png,1,Downregulated,HACNet_KIRC_IMGS/fold_3/Downregulated/sample_000101.png
3,102,sample_000102.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000102.png
3,103,sample_000103.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000103.png
3,106,sample_000106.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000106.png
3,107,sample_000107.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000107.png
3,108,sample_000108.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000108.png
3,109,sample_000109.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000109.png
3,110,sample_000110.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000110.png
3,111,sample_000111.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000111.png
3,112,sample_000112.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000112.png
3,113,sample_000113.png,1,Downregulated,HACNet_KIRC_IMGS/fold_3/Downregulated/sample_000113.png
3,114,sample_000114.png,1,Downregulated,HACNet_KIRC_IMGS/fold_3/Downregulated/sample_000114.png
3,115,sample_000115.png,1,Downregulated,HACNet_KIRC_IMGS/fold_3/Downregulated/sample_000115.png
3,116,sample_000116.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000116.png
3,117,sample_000117.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000117.png
3,119,sample_000119.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000119.png
3,120,sample_000120.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000120.png
3,121,sample_000121.png,0,Upregulated,HACNet_KIRC_IMGS/fold_3/Upregulated/sample_000121.png
3,122,sample_000122.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000122.png
3,124,sample_000124.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000124.png
3,125,sample_000125.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000125.png
3,126,sample_000126.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000126.png
3,127,sample_000127.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000127.png
3,128,sample_000128.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000128.png
3,129,sample_000129.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000129.png
3,130,sample_000130.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000130.png
3,131,sample_000131.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000131.png
3,132,sample_000132.png,2,NoDifference,HACNet_KIRC_IMGS/fold_3/NoDifference/sample_000132.png
