fold,sample_idx,filename,label,class,path
4,0,sample_000000.png,1,Downregulated,HACNet_LUAD_IMGS/fold_4/Downregulated/sample_000000.png
4,1,sample_000001.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000001.png
4,2,sample_000002.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000002.png
4,3,sample_000003.png,1,Downregulated,HACNet_LUAD_IMGS/fold_4/Downregulated/sample_000003.png
4,4,sample_000004.png,0,Upregulated,HACNet_LUAD_IMGS/fold_4/Upregulated/sample_000004.png
4,5,sample_000005.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000005.png
4,6,sample_000006.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000006.png
4,7,sample_000007.png,1,Downregulated,HACNet_LUAD_IMGS/fold_4/Downregulated/sample_000007.png
4,8,sample_000008.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000008.png
4,10,sample_000010.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000010.png
4,12,sample_000012.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000012.png
4,13,sample_000013.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000013.png
4,14,sample_000014.png,0,Upregulated,HACNet_LUAD_IMGS/fold_4/Upregulated/sample_000014.png
4,15,sample_000015.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000015.png
4,17,sample_000017.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000017.png
4,18,sample_000018.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000018.png
4,19,sample_000019.png,1,Downregulated,HACNet_LUAD_IMGS/fold_4/Downregulated/sample_000019.png
4,21,sample_000021.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000021.png
4,22,sample_000022.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000022.png
4,23,sample_000023.png,1,Downregulated,HACNet_LUAD_IMGS/fold_4/Downregulated/sample_000023.png
4,25,sample_000025.png,1,Downregulated,HACNet_LUAD_IMGS/fold_4/Downregulated/sample_000025.png
4,26,sample_000026.png,1,Downregulated,HACNet_LUAD_IMGS/fold_4/Downregulated/sample_000026.png
4,27,sample_000027.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000027.png
4,28,sample_000028.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000028.png
4,29,sample_000029.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000029.png
4,30,sample_000030.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000030.png
4,31,sample_000031.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000031.png
4,32,sample_000032.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000032.png
4,33,sample_000033.png,0,Upregulated,HACNet_LUAD_IMGS/fold_4/Upregulated/sample_000033.png
4,34,sample_000034.png,1,Downregulated,HACNet_LUAD_IMGS/fold_4/Downregulated/sample_000034.png
4,35,sample_000035.png,1,Downregulated,HACNet_LUAD_IMGS/fold_4/Downregulated/sample_000035.png
4,36,sample_000036.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000036.png
4,37,sample_000037.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000037.png
4,38,sample_000038.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000038.png
4,39,sample_000039.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000039.png
4,40,sample_000040.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000040.png
4,41,sample_000041.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000041.png
4,42,sample_000042.png,1,Downregulated,HACNet_LUAD_IMGS/fold_4/Downregulated/sample_000042.png
4,45,sample_000045.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000045.png
4,46,sample_000046.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000046.png
4,47,sample_000047.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000047.png
4,48,sample_000048.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000048.png
4,49,sample_000049.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000049.png
4,50,sample_000050.png,1,Downregulated,HACNet_LUAD_IMGS/fold_4/Downregulated/sample_000050.png
4,52,sample_000052.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000052.png
4,57,sample_000057.png,1,Downregulated,HACNet_LUAD_IMGS/fold_4/Downregulated/sample_000057.png
4,58,sample_000058.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000058.png
4,59,sample_000059.png,0,Upregulated,HACNet_LUAD_IMGS/fold_4/Upregulated/sample_000059.png
4,60,sample_000060.png,0,Upregulated,HACNet_LUAD_IMGS/fold_4/Upregulated/sample_000060.png
4,61,sample_000061.png,1,Downregulated,HACNet_LUAD_IMGS/fold_4/Downregulated/sample_000061.png
4,62,sample_000062.png,1,Downregulated,HACNet_LUAD_IMGS/fold_4/Downregulated/sample_000062.png
4,63,sample_000063.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000063.png
4,64,sample_000064.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000064.png
4,65,sample_000065.png,1,Downregulated,HACNet_LUAD_IMGS/fold_4/Downregulated/sample_000065.png
4,66,sample_000066.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000066.png
4,67,sample_000067.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000067.png
4,68,sample_000068.png,1,Downregulated,HACNet_LUAD_IMGS/fold_4/Downregulated/sample_000068.png
4,69,sample_000069.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000069.png
4,70,sample_000070.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000070.png
4,71,sample_000071.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000071.png
4,73,sample_000073.png,1,Downregulated,HACNet_LUAD_IMGS/fold_4/Downregulated/sample_000073.png
4,74,sample_000074.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000074.png
4,75,sample_000075.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000075.png
4,76,sample_000076.png,0,Upregulated,HACNet_LUAD_IMGS/fold_4/Upregulated/sample_000076.png
4,77,sample_000077.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000077.png
4,78,sample_000078.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000078.png
4,79,sample_000079.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000079.png
4,80,sample_000080.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000080.png
4,81,sample_000081.png,1,Downregulated,HACNet_LUAD_IMGS/fold_4/Downregulated/sample_000081.png
4,82,sample_000082.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000082.png
4,83,sample_000083.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000083.png
4,84,sample_000084.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000084.png
4,85,sample_000085.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000085.png
4,86,sample_000086.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000086.png
4,88,sample_000088.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000088.png
4,89,sample_000089.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000089.png
4,90,sample_000090.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000090.png
4,91,sample_000091.png,1,Downregulated,HACNet_LUAD_IMGS/fold_4/Downregulated/sample_000091.png
4,92,sample_000092.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000092.png
4,93,sample_000093.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000093.png
4,94,sample_000094.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000094.png
4,95,sample_000095.png,1,Downregulated,HACNet_LUAD_IMGS/fold_4/Downregulated/sample_000095.png
4,96,sample_000096.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000096.png
4,97,sample_000097.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000097.png
4,98,sample_000098.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000098.png
4,100,sample_000100.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000100.png
4,101,sample_000101.png,2,NoDifference,HACNet_LUAD_IMGS/fold_4/NoDifference/sample_000101.png
